Tariq Abdul_Kreem;836160020;21 December 1986;0578114974;G56L50;Nissan;2012;22 March 2012;28 March 2012;576
Salam Jaber;329398603;14 May 1993;0564610016;J84K48;Ford;2012;23 March 2012;09 June 2012;4758
Abedlrahman Oday;943105886;14 February 1988;0518165776;P24H17;BMW;2012;24 March 2012;17 May 2012;7776
Saba Abedlrahman;730550960;26 May 1972;0567197896;O46E85;Ford;2012;29 March 2012;02 June 2012;4745
Jamal Alzeer;868888786;12 June 1986;0555499527;G56L50;Nissan;2012;29 March 2012;16 May 2012;4536
Jaber Abdallah;500624848;9 January 2002;0587309969;W89Y12;Ford;2011;31 March 2012;06 June 2012;5360
Razan Alzeer;723836531;5 June 1991;0580773329;D96N10;Mazda;2012;02 April 2012;05 May 2012;3069
Khalid Jaber;959049185;26 April 1971;0572127377;M83P71;Nissan;2012;11 April 2012;01 May 2012;2310
Tariq Suleiman;982995830;21 April 2002;0543200262;J98A44;Hyundai;2010;12 April 2012;21 April 2012;630
Salma Abdallah;202211867;8 February 1984;0580138700;U56K84;Mercedes;2011;15 April 2012;04 July 2012;12160
Oday Amer;139574810;20 May 1995;0585120445;Z92R21;Audi;2011;17 April 2012;23 June 2012;8040
Suleiman Zeyad;922148813;22 September 1975;0577355019;H28P49;Kia;2012;19 April 2012;15 June 2012;4389
Suleiman Suleiman;998474733;4 October 1981;0557860667;O15X13;Volkswagen;2012;19 April 2012;05 May 2012;2304
Amer Awwad;245969805;5 November 1978;0543651189;I86L81;Honda;2012;20 April 2012;28 April 2012;948
Sana Salem;515124197;21 February 1987;0574878239;E82D14;Honda;2010;21 April 2012;08 May 2012;1632
Saba Amer;244722391;13 January 1988;0512879413;M38V49;Ford;2011;22 April 2012;04 May 2012;900
Salem Oday;291999216;13 April 1980;0542047513;J98A44;Hyundai;2010;22 April 2012;15 May 2012;1633
Amer Alzeer;206207056;8 September 2000;0587085145;C29P18;Mazda;2011;24 April 2012;14 June 2012;5431
Salam Awwad;642020136;2 May 1983;0522564842;P88O70;BMW;2012;28 April 2012;06 June 2012;5772
Aseel Abdul_Kreem;414157558;27 October 1977;0576958413;I86L81;Honda;2012;29 April 2012;02 June 2012;3213
Abdul_Kreem Tariq;222607514;26 May 1982;0558251265;E68B35;Volkswagen;2011;30 April 2012;09 June 2012;4800
Sana Abdul_Kreem;787044732;10 March 1978;0531567254;S52Q75;Mazda;2012;01 May 2012;19 July 2012;9243
Oday Suleiman;993247069;9 November 1976;0554134235;M83P71;Nissan;2012;02 May 2012;06 July 2012;5947
Abdul_Kreem Jamal;702779345;12 June 2000;0540795719;M38V49;Ford;2011;05 May 2012;07 June 2012;2244
Jaber Mohammad;430367135;5 June 1989;0567467991;D96N10;Mazda;2012;06 May 2012;23 June 2012;5760
Zeyad Abdallah;969606425;10 August 1990;0528753693;O15X13;Volkswagen;2012;06 May 2012;15 July 2012;8540
Mariam Jaber;207302067;10 November 1988;0526256260;O48N10;Honda;2010;08 May 2012;27 June 2012;5475
Haneen Ahmad;621337846;21 September 1978;0574576385;T34P55;Kia;2010;09 May 2012;27 June 2012;3283
Ahmad Zeyad;485830235;24 June 1990;0548015794;E82D14;Honda;2010;09 May 2012;28 July 2012;7560
Awwad Zeyad;222008345;19 December 1971;0566228804;J98A44;Hyundai;2010;16 May 2012;03 June 2012;1224
Jaber Jaber;376127859;4 June 1985;0556411153;G56L50;Nissan;2012;17 May 2012;10 July 2012;6075
Suleiman Nassar;275080954;8 August 2002;0587728071;E95G84;Nissan;2012;18 May 2012;12 June 2012;2812
Nassar Jamal;616724775;19 February 1986;0591129472;P24H17;BMW;2012;18 May 2012;23 May 2012;700
Oday Khalid;702879536;10 November 1972;0598955874;D27G81;Mercedes;2012;19 May 2012;03 August 2012;12160
Khalid Ahmad;331370398;27 March 1973;0529765203;E30B73;Ford;2011;21 May 2012;22 May 2012;76
Awwad Ahmad;156531979;19 June 1995;0560416234;V23P96;Volkswagen;2011;23 May 2012;01 June 2012;1296
Haneen Abedlrahman;392627532;20 March 1999;0577921654;E30B73;Ford;2011;23 May 2012;22 July 2012;4260
Aseel Khalid;693966557;21 July 1974;0555368894;P24H17;BMW;2012;24 May 2012;24 June 2012;4464
Awwad Khalaf;507182058;10 January 1984;0587131757;E14D45;BMW;2010;27 May 2012;30 July 2012;8832
Salam Abdallah;856770088;15 June 1994;0523173442;K81C96;BMW;2010;29 May 2012;02 June 2012;496
Salem Nassar;353138820;22 July 1989;0519959268;F23X97;Mazda;2010;31 May 2012;14 August 2012;8775
Mariam Ahmad;603792910;17 March 1994;0573335984;V23P96;Volkswagen;2011;02 June 2012;13 August 2012;10800
Mohammad Zeyad;106986677;9 April 1988;0546606795;O46E85;Ford;2012;03 June 2012;17 July 2012;3300
Salma Tariq;916739481;18 March 1971;0523294267;I86L81;Honda;2012;03 June 2012;04 July 2012;2929
Oday Mohammad;182579043;2 January 1989;0554522902;K81C96;BMW;2010;03 June 2012;14 July 2012;6232
Abedlrahman Alzeer;518574891;6 November 1978;0513606720;U39C92;Nissan;2012;04 June 2012;25 June 2012;2205
Mohammad Jaber;359205924;4 March 1995;0585662568;J98A44;Hyundai;2010;04 June 2012;11 August 2012;5440
Jamal Jamal;679043859;20 December 1994;0561057863;W89Y12;Ford;2011;07 June 2012;30 June 2012;1817
Aseel Oday;492719996;5 September 1994;0596877593;P88O70;BMW;2012;07 June 2012;13 August 2012;10050
Mohammad Oday;156004121;20 January 1999;0520157794;M38V49;Ford;2011;08 June 2012;26 August 2012;5214
Zeyad Jaber;487252522;25 August 1978;0575202902;J84K48;Ford;2012;10 June 2012;19 June 2012;558
Salam Amer;716314111;9 August 1993;0583435628;E68B35;Volkswagen;2011;10 June 2012;25 August 2012;11856
Abdallah Salem;814389492;8 February 1991;0558207518;E95G84;Nissan;2012;13 June 2012;03 August 2012;5661
Salma Jaber;643683233;28 June 1975;0556460502;C29P18;Mazda;2011;15 June 2012;21 July 2012;3456
Jaber Suleiman;106981626;28 September 1989;0566642613;H28P49;Kia;2012;16 June 2012;25 June 2012;540
Haneen Amer;487713364;21 August 1986;0533634407;J84K48;Ford;2012;20 June 2012;12 July 2012;1320
Amer Nassar;831268106;27 July 1984;0525829721;Z92R21;Audi;2011;24 June 2012;25 June 2012;152
Ahmad Abedlrahman;935134931;27 May 1986;0529269706;D96N10;Mazda;2012;24 June 2012;10 August 2012;4441
Nassar Mohammad;517401196;5 January 1980;0564346165;P24H17;BMW;2012;25 June 2012;03 August 2012;5538
Salma Abdul_Kreem;741351535;4 May 1978;0594481608;U39C92;Nissan;2012;26 June 2012;26 August 2012;7045
Haneen Zeyad;665043928;28 September 1970;0579764825;H28P49;Kia;2012;27 June 2012;17 August 2012;3162
Jamal Khalaf;412731961;10 November 1991;0579695623;Z92R21;Audi;2011;27 June 2012;31 July 2012;4488
Awwad Mohammad;884876131;9 July 1998;0538647318;O48N10;Honda;2010;28 June 2012;09 September 2012;7336
Mohammad Khalid;189204024;25 April 1984;0511750045;T34P55;Kia;2010;28 June 2012;30 August 2012;4662
Saba Abdullah;599066053;6 March 1992;0576071782;W89Y12;Ford;2011;01 July 2012;02 July 2012;70
Jamal Awwad;106825064;27 June 1975;0511010723;W89Y12;Ford;2011;03 July 2012;14 August 2012;3234
Nassar Abdul_Kreem;728899645;24 August 1973;0523226903;U56K84;Mercedes;2011;05 July 2012;17 September 2012;11100
Abdul_Kreem Alzeer;773425617;23 November 1988;0515529790;I86L81;Honda;2012;05 July 2012;19 September 2012;7980
Abdallah Khalaf;231745734;13 July 1978;0590086062;M83P71;Nissan;2012;07 July 2012;25 August 2012;4998
Salam Mohammad;193034163;28 March 1997;0556343152;G56L50;Nissan;2012;11 July 2012;08 August 2012;2940
Abdallah Mohammad;155136685;28 December 1971;0571656244;J84K48;Ford;2012;13 July 2012;23 August 2012;3157
Salma Nassar;861467641;28 April 1979;0541711926;K81C96;BMW;2010;15 July 2012;17 September 2012;9088
Abedlrahman Salem;339867230;10 December 1971;0599847211;O15X13;Volkswagen;2012;16 July 2012;25 July 2012;1314
Haneen Abdul_Kreem;683250081;6 September 1982;0574017067;O46E85;Ford;2012;18 July 2012;04 October 2012;6084
Salma Amer;258185944;1 December 1981;0547797987;S52Q75;Mazda;2012;20 July 2012;28 August 2012;3627
Nassar Abdullah;432334150;21 October 1978;0534040201;C29P18;Mazda;2011;22 July 2012;27 July 2012;592
Jaber Amer;890960127;13 February 1995;0553227434;E30B73;Ford;2011;23 July 2012;29 July 2012;426
Abdul_Kreem Abdullah;780476804;10 September 1984;0543906410;O15X13;Volkswagen;2012;26 July 2012;01 October 2012;9916
Mohammad Abdul_Kreem;779968268;6 February 1976;0525804390;C29P18;Mazda;2011;28 July 2012;07 September 2012;3874
Abdallah Amer;520142155;21 June 1989;0514654459;E82D14;Honda;2010;29 July 2012;12 August 2012;1302
Mohammad Abdullah;736967817;26 October 1977;0515315687;E30B73;Ford;2011;30 July 2012;14 August 2012;1155
Oday Ahmad;792100573;5 April 1995;0577873748;E14D45;BMW;2010;31 July 2012;03 August 2012;462
Abdallah Abdallah;820553536;19 January 1975;0526229484;Z92R21;Audi;2011;01 August 2012;28 September 2012;8700
Ahmad Jaber;770936959;25 June 1994;0552966520;D27G81;Mercedes;2012;04 August 2012;19 September 2012;5888
Jamal Amer;373406697;8 November 1971;0523429622;E95G84;Nissan;2012;04 August 2012;12 September 2012;3919
Oday Jaber;758351856;5 November 1983;0520258356;P24H17;BMW;2012;04 August 2012;21 September 2012;7104
Amer Zeyad;569534043;11 December 1987;0511724766;E14D45;BMW;2010;04 August 2012;31 August 2012;3564
Aseel Amer;471665396;5 March 1976;0575232300;G56L50;Nissan;2012;09 August 2012;19 September 2012;4797
Jaber Alzeer;725845904;11 May 1994;0566494469;D96N10;Mazda;2012;11 August 2012;12 October 2012;7068
Salem Suleiman;352966450;7 July 1970;0523269515;J98A44;Hyundai;2010;12 August 2012;19 August 2012;539
Tariq Oday;633254534;25 June 1986;0532207666;E82D14;Honda;2010;13 August 2012;30 August 2012;1708
Suleiman Tariq;376439121;15 June 1971;0527427585;V23P96;Volkswagen;2011;14 August 2012;30 September 2012;7332
Amer Khalaf;551812666;12 May 1973;0554783834;P88O70;BMW;2012;14 August 2012;22 October 2012;9108
Saba Abdallah;727818913;17 January 1978;0565886069;F23X97;Mazda;2010;15 August 2012;28 October 2012;8880
Aseel Abedlrahman;448093315;5 October 1973;0534854472;W89Y12;Ford;2011;15 August 2012;13 October 2012;4189
Aseel Zeyad;631834656;21 April 1989;0579859875;E30B73;Ford;2011;15 August 2012;26 August 2012;781
Salma Khalid;792217639;23 April 1992;0551062961;H28P49;Kia;2012;18 August 2012;16 September 2012;2088
Khalid Nassar;515352272;23 November 1997;0560133401;J98A44;Hyundai;2010;20 August 2012;08 September 2012;1425
Sana Tariq;915680421;11 January 1988;0553524659;J84K48;Ford;2012;24 August 2012;05 October 2012;2856
Suleiman Khalaf;129600551;11 July 1992;0534838209;E68B35;Volkswagen;2011;26 August 2012;30 October 2012;7800
Sana Abdullah;520742101;11 August 1984;0576654792;M83P71;Nissan;2012;26 August 2012;13 October 2012;5616
Amer Abdullah;623593535;6 September 1970;0518201205;M38V49;Ford;2011;27 August 2012;15 November 2012;5120
Nassar Abedlrahman;491731090;4 December 1988;0554140431;U39C92;Nissan;2012;27 August 2012;29 August 2012;186
Sana Khalid;499193245;20 April 1976;0514734783;E30B73;Ford;2011;27 August 2012;31 August 2012;244
Mohammad Jamal;701260059;9 April 1994;0521970281;S52Q75;Mazda;2012;29 August 2012;19 September 2012;2173
Ahmad Abdallah;770166524;10 March 1999;0569552942;U39C92;Nissan;2012;30 August 2012;29 September 2012;3600
Salem Khalaf;604242054;29 February 1990;0564698661;T34P55;Kia;2010;31 August 2012;08 November 2012;4485
Khalid Abdul_Kreem;294091821;13 October 1986;0542386805;E82D14;Honda;2010;31 August 2012;19 September 2012;1767
Oday Nassar;818464128;20 December 1978;0539208381;E14D45;BMW;2010;01 September 2012;30 September 2012;4176
Abedlrahman Tariq;298883475;15 April 1998;0552045023;E30B73;Ford;2011;01 September 2012;20 October 2012;3381
Nassar Suleiman;502459248;28 July 2000;0588621451;C29P18;Mazda;2011;08 September 2012;19 October 2012;4797
Salam Alzeer;688723006;9 May 1985;0577446062;J98A44;Hyundai;2010;09 September 2012;23 November 2012;5850
Abedlrahman Awwad;471241006;11 February 1976;0581327399;O48N10;Honda;2010;10 September 2012;17 October 2012;3330
Salma Alzeer;975430181;2 December 1976;0534845661;E95G84;Nissan;2012;13 September 2012;11 November 2012;7080
Nassar Khalid;176576674;21 April 1979;0547707719;H28P49;Kia;2012;17 September 2012;10 October 2012;1656
Abdul_Kreem Khalid;846245265;8 December 2002;0549343154;U56K84;Mercedes;2011;18 September 2012;30 November 2012;8906
Amer Oday;141186760;8 August 1993;0579924304;K81C96;BMW;2010;18 September 2012;22 November 2012;9490
Salam Ahmad;751581586;9 November 1993;0549517286;I86L81;Honda;2012;20 September 2012;24 September 2012;450
Zeyad Jamal;540271118;18 February 1982;0542645112;D27G81;Mercedes;2012;20 September 2012;29 October 2012;5850
Khalid Abdullah;785288852;8 November 1974;0558535365;G56L50;Nissan;2012;20 September 2012;08 October 2012;1782
Awwad Awwad;805427817;19 March 1971;0576498104;S52Q75;Mazda;2012;20 September 2012;14 October 2012;2520
Abdullah Abdallah;119594922;15 February 1973;0579844698;E82D14;Honda;2010;20 September 2012;16 November 2012;5215
Mohammad Mohammad;363503457;11 February 1994;0584578991;P24H17;BMW;2012;22 September 2012;16 October 2012;3120
Jaber Salem;414297393;26 March 1983;0532337368;I86L81;Honda;2012;25 September 2012;05 December 2012;7348
Jamal Zeyad;819761943;29 December 1971;0555389254;Z92R21;Audi;2011;29 September 2012;30 September 2012;128
Saba Salem;575158026;18 September 1976;0534927930;U39C92;Nissan;2012;30 September 2012;10 December 2012;6496
Aseel Ahmad;951994962;28 December 1988;0564418833;V23P96;Volkswagen;2011;01 October 2012;04 December 2012;9088
Suleiman Jaber;736549209;4 August 1979;0517286578;E14D45;BMW;2010;01 October 2012;10 November 2012;6160
Haneen Jaber;901576906;28 March 1971;0542776129;Z92R21;Audi;2011;01 October 2012;04 November 2012;4488
Khalid Tariq;413084280;21 June 1981;0586894849;O15X13;Volkswagen;2012;02 October 2012;25 November 2012;7668
Nassar Abdallah;661116484;24 April 1974;0534566789;O46E85;Ford;2012;05 October 2012;24 October 2012;1292
Abdullah Khalaf;583313663;23 July 1985;0587466154;J84K48;Ford;2012;06 October 2012;08 November 2012;2013
Sana Zeyad;214865814;17 June 1984;0591931382;G56L50;Nissan;2012;09 October 2012;22 November 2012;4620
Haneen Tariq;212678753;18 October 2000;0515983999;H28P49;Kia;2012;11 October 2012;11 December 2012;4636
Abdallah Suleiman;631841136;29 January 1999;0588589825;D96N10;Mazda;2012;13 October 2012;15 November 2012;3564
Saba Khalaf;837946718;21 July 1991;0560131503;W89Y12;Ford;2011;14 October 2012;12 November 2012;2175
Abedlrahman Abdullah;385029353;8 January 1999;0520296478;M83P71;Nissan;2012;14 October 2012;22 December 2012;7969
Aseel Suleiman;658815857;15 October 2002;0516869135;S52Q75;Mazda;2012;15 October 2012;24 October 2012;1012
Aseel Mohammad;787546989;8 June 1974;0544598018;P24H17;BMW;2012;17 October 2012;22 October 2012;610
Tariq Khalid;704580364;29 May 1978;0574357064;O48N10;Honda;2010;18 October 2012;20 October 2012;222
Salem Amer;138253401;8 May 1982;0544207542;C29P18;Mazda;2011;20 October 2012;29 November 2012;3720
Abedlrahman Abedlrahman;872538462;15 May 1996;0586477065;E30B73;Ford;2011;21 October 2012;26 October 2012;395
Oday Abdullah;752417176;27 July 1982;0544305760;O48N10;Honda;2010;21 October 2012;19 December 2012;5487
Salam Abdul_Kreem;713901383;29 November 1981;0593132855;P88O70;BMW;2012;23 October 2012;23 November 2012;4340
Zeyad Khalid;667432475;21 March 1996;0522089807;P24H17;BMW;2012;23 October 2012;12 December 2012;7500
Salem Jamal;326637342;8 July 1980;0535122413;O46E85;Ford;2012;25 October 2012;13 November 2012;1444
Amer Jaber;523541633;27 July 1970;0586058151;S52Q75;Mazda;2012;25 October 2012;12 November 2012;1836
Aseel Khalaf;203334321;10 February 1971;0586492998;E30B73;Ford;2011;27 October 2012;17 November 2012;1470
Awwad Suleiman;168925632;21 March 1985;0543598669;F23X97;Mazda;2010;29 October 2012;01 December 2012;3762
Sana Khalaf;476632167;7 May 1970;0540845320;D27G81;Mercedes;2012;30 October 2012;02 December 2012;5016
Abdallah Ahmad;939454535;19 April 1975;0534539714;E68B35;Volkswagen;2011;31 October 2012;18 November 2012;2736
Salma Ahmad;235693108;15 April 1978;0574379865;Z92R21;Audi;2011;05 November 2012;29 November 2012;3648
Tariq Khalaf;273462247;28 November 1983;0549900030;T34P55;Kia;2010;09 November 2012;25 December 2012;3680
Haneen Khalid;408501337;8 April 2000;0561805695;J84K48;Ford;2012;09 November 2012;30 November 2012;1386
Mohammad Khalaf;198809439;21 September 1991;0552026946;E14D45;BMW;2010;11 November 2012;30 January 2013;10720
Jaber Oday;459393247;16 May 1994;0527722927;E95G84;Nissan;2012;12 November 2012;21 December 2012;4212
Amer Abdallah;971700158;15 November 2002;0542952851;W89Y12;Ford;2011;13 November 2012;22 November 2012;666
Razan Salem;966880138;19 April 1987;0530561131;S52Q75;Mazda;2012;14 November 2012;19 December 2012;3675
Salem Jaber;670727844;14 August 1988;0541455871;O46E85;Ford;2012;14 November 2012;04 January 2013;3315
Ahmad Salem;473228583;25 August 1998;0536129931;M38V49;Ford;2011;16 November 2012;21 November 2012;380
Mariam Mohammad;500858530;19 November 1972;0547525269;D96N10;Mazda;2012;16 November 2012;02 January 2013;5076
Oday Zeyad;654867031;20 December 1982;0588576180;E82D14;Honda;2010;17 November 2012;21 January 2013;6435
Sana Oday;563812608;16 February 1996;0513348965;E30B73;Ford;2011;18 November 2012;20 December 2012;2144
Tariq Ahmad;427568501;6 April 1990;0588275044;E68B35;Volkswagen;2011;19 November 2012;21 January 2013;8694
Razan Abdallah;491688893;2 February 1971;0590953927;M38V49;Ford;2011;22 November 2012;21 January 2013;4080
Zeyad Abdullah;185395080;29 February 1991;0599595564;K81C96;BMW;2010;23 November 2012;01 February 2013;10080
Jamal Suleiman;696146000;26 March 1974;0544837078;G56L50;Nissan;2012;23 November 2012;01 December 2012;900
Tariq Abdul_Kreem;836160020;21 December 1986;0578114974;W89Y12;Ford;2011;23 November 2012;28 November 2012;340
Salam Jaber;329398603;14 May 1993;0564610016;J98A44;Hyundai;2010;24 November 2012;29 November 2012;355
Abedlrahman Oday;943105886;14 February 1988;0518165776;P88O70;BMW;2012;24 November 2012;13 December 2012;2888
Saba Abedlrahman;730550960;26 May 1972;0567197896;O15X13;Volkswagen;2012;26 November 2012;28 November 2012;248
Jamal Alzeer;868888786;12 June 1986;0555499527;W89Y12;Ford;2011;29 November 2012;03 February 2013;4950
Jaber Abdallah;500624848;9 January 2002;0587309969;O15X13;Volkswagen;2012;29 November 2012;04 February 2013;10452
Razan Alzeer;723836531;5 June 1991;0580773329;C29P18;Mazda;2011;30 November 2012;18 February 2013;8640
